Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,Quartile Number,Suppression Flag
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,82.5,78.6,86.1,78.6 - 86.1,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,70.6,66.9,74.2,66.9 - 74.2,,,
Private Health Insurance Coverage,By Education,United States,Less than a high school diploma,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,50.4,45.3,55.6,45.3 - 55.6,,,
Private Health Insurance Coverage,By Education,United States,High school diploma or GED,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,66.0,64.6,67.5,64.6 - 67.5,,,
Private Health Insurance Coverage,By Education,United States,Some college/Associate's degree,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,74.1,72.9,75.3,72.9 - 75.3,,,
Private Health Insurance Coverage,By Education,United States,Bachelor's degree or higher,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,91.5,90.7,92.2,90.7 - 92.2,,,
Private Health Insurance Coverage,By State,Alabama,Alabama,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,75.2,68.8,80.9,68.8 - 80.9,73.3 - 76.0,2,
Private Health Insurance Coverage,By State,Alaska,Alaska,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,72.2,68.0,76.0,68.0 - 76.0,61.0 - 73.2,1,
Private Health Insurance Coverage,By State,Arizona,Arizona,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,71.4,67.3,75.3,67.3 - 75.3,61.0 - 73.2,1,
Private Health Insurance Coverage,By State,Arkansas,Arkansas,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,72.6,67.2,77.5,67.2 - 77.5,61.0 - 73.2,1,
Private Health Insurance Coverage,By State,California,California,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,75.0,71.7,78.2,71.7 - 78.2,73.3 - 76.0,2,
Private Health Insurance Coverage,By State,Colorado,Colorado,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,75.2,71.4,78.8,71.4 - 78.8,73.3 - 76.0,2,
Private Health Insurance Coverage,By State,Connecticut,Connecticut,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,78.0,72.8,82.6,72.8 - 82.6,76.1 - 79.4,3,
Private Health Insurance Coverage,By State,Delaware,Delaware,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,77.4,72.5,81.7,72.5 - 81.7,76.1 - 79.4,3,
Private Health Insurance Coverage,By State,District of Columbia,District of Columbia,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,75.6,70.1,80.5,70.1 - 80.5,73.3 - 76.0,2,
Private Health Insurance Coverage,By State,Florida,Florida,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,73.8,69.9,77.4,69.9 - 77.4,73.3 - 76.0,2,
Private Health Insurance Coverage,By State,Georgia,Georgia,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,74.3,70.7,77.8,70.7 - 77.8,73.3 - 76.0,2,
Private Health Insurance Coverage,By State,Hawaii,Hawaii,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,85.8,80.9,89.8,80.9 - 89.8,79.5 - 85.8,4,
Private Health Insurance Coverage,By State,Idaho,Idaho,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,77.3,72.8,81.3,72.8 - 81.3,76.1 - 79.4,3,
Private Health Insurance Coverage,By State,Illinois,Illinois,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,74.3,69.1,79.1,69.1 - 79.1,73.3 - 76.0,2,
Private Health Insurance Coverage,By State,Indiana,Indiana,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,75.9,70.9,80.4,70.9 - 80.4,73.3 - 76.0,2,
Private Health Insurance Coverage,By State,Iowa,Iowa,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,81.7,77.1,85.7,77.1 - 85.7,79.5 - 85.8,4,
Private Health Insurance Coverage,By State,Kansas,Kansas,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,77.5,73.1,81.5,73.1 - 81.5,76.1 - 79.4,3,
Private Health Insurance Coverage,By State,Kentucky,Kentucky,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,70.3,65.5,74.8,65.5 - 74.8,61.0 - 73.2,1,
Private Health Insurance Coverage,By State,Louisiana,Louisiana,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,67.8,62.0,73.2,62.0 - 73.2,61.0 - 73.2,1,
Private Health Insurance Coverage,By State,Maine,Maine,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,76.7,72.0,80.9,72.0 - 80.9,76.1 - 79.4,3,
Private Health Insurance Coverage,By State,Maryland,Maryland,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,80.7,77.6,83.6,77.6 - 83.6,79.5 - 85.8,4,
Private Health Insurance Coverage,By State,Massachusetts,Massachusetts,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,82.9,79.6,85.8,79.6 - 85.8,79.5 - 85.8,4,
Private Health Insurance Coverage,By State,Michigan,Michigan,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,74.5,70.8,77.9,70.8 - 77.9,73.3 - 76.0,2,
Private Health Insurance Coverage,By State,Minnesota,Minnesota,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,80.3,75.6,84.5,75.6 - 84.5,79.5 - 85.8,4,
Private Health Insurance Coverage,By State,Mississippi,Mississippi,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,68.3,61.9,74.3,61.9 - 74.3,61.0 - 73.2,1,
Private Health Insurance Coverage,By State,Missouri,Missouri,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,73.6,68.9,77.9,68.9 - 77.9,73.3 - 76.0,2,
Private Health Insurance Coverage,By State,Montana,Montana,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,70.7,65.2,75.8,65.2 - 75.8,61.0 - 73.2,1,
Private Health Insurance Coverage,By State,Nebraska,Nebraska,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,84.1,79.4,88.1,79.4 - 88.1,79.5 - 85.8,4,
Private Health Insurance Coverage,By State,Nevada,Nevada,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,68.8,61.8,75.2,61.8 - 75.2,61.0 - 73.2,1,
Private Health Insurance Coverage,By State,New Hampshire,New Hampshire,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,79.4,75.0,83.3,75.0 - 83.3,76.1 - 79.4,3,
Private Health Insurance Coverage,By State,New Jersey,New Jersey,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,79.4,75.6,82.9,75.6 - 82.9,76.1 - 79.4,3,
Private Health Insurance Coverage,By State,New Mexico,New Mexico,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,61.0,54.6,67.0,54.6 - 67.0,61.0 - 73.2,1,
Private Health Insurance Coverage,By State,New York,New York,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,78.5,74.7,82.0,74.7 - 82.0,76.1 - 79.4,3,
Private Health Insurance Coverage,By State,North Carolina,North Carolina,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,79.1,74.1,83.5,74.1 - 83.5,76.1 - 79.4,3,
Private Health Insurance Coverage,By State,North Dakota,North Dakota,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,83.4,79.3,87.0,79.3 - 87.0,79.5 - 85.8,4,
Private Health Insurance Coverage,By State,Ohio,Ohio,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,73.1,69.2,76.8,69.2 - 76.8,61.0 - 73.2,1,
Private Health Insurance Coverage,By State,Oklahoma,Oklahoma,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,73.2,67.4,78.5,67.4 - 78.5,61.0 - 73.2,1,
Private Health Insurance Coverage,By State,Oregon,Oregon,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,77.4,73.1,81.4,73.1 - 81.4,76.1 - 79.4,3,
Private Health Insurance Coverage,By State,Pennsylvania,Pennsylvania,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,77.8,73.0,82.1,73.0 - 82.1,76.1 - 79.4,3,
Private Health Insurance Coverage,By State,Rhode Island,Rhode Island,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,76.0,69.9,81.5,69.9 - 81.5,73.3 - 76.0,2,
Private Health Insurance Coverage,By State,South Carolina,South Carolina,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,75.3,69.9,80.2,69.9 - 80.2,73.3 - 76.0,2,
Private Health Insurance Coverage,By State,South Dakota,South Dakota,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,83.4,76.7,88.9,76.7 - 88.9,79.5 - 85.8,4,
Private Health Insurance Coverage,By State,Tennessee,Tennessee,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,71.0,66.7,75.0,66.7 - 75.0,61.0 - 73.2,1,
Private Health Insurance Coverage,By State,Texas,Texas,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,69.2,65.1,73.0,65.1 - 73.0,61.0 - 73.2,1,
Private Health Insurance Coverage,By State,Utah,Utah,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,84.1,79.8,87.9,79.8 - 87.9,79.5 - 85.8,4,
Private Health Insurance Coverage,By State,Vermont,Vermont,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,76.6,72.2,80.5,72.2 - 80.5,76.1 - 79.4,3,
Private Health Insurance Coverage,By State,Virginia,Virginia,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,83.4,80.0,86.4,80.0 - 86.4,79.5 - 85.8,4,
Private Health Insurance Coverage,By State,Washington,Washington,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,80.9,78.3,83.4,78.3 - 83.4,79.5 - 85.8,4,
Private Health Insurance Coverage,By State,West Virginia,West Virginia,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,70.9,65.8,75.6,65.8 - 75.6,61.0 - 73.2,1,
Private Health Insurance Coverage,By State,Wisconsin,Wisconsin,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,79.5,74.8,83.7,74.8 - 83.7,79.5 - 85.8,4,
Private Health Insurance Coverage,By State,Wyoming,Wyoming,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,79.4,73.8,84.2,73.8 - 84.2,76.1 - 79.4,3,
Uninsured at the Time of Interview,National Estimate,United States,United States,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,12.7,11.8,13.6,11.8 - 13.6,,,
Uninsured at the Time of Interview,By Age,United States,18 - 24 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,16.3,9.8,24.7,9.8 - 24.7,,,
Uninsured at the Time of Interview,By Age,United States,25 - 34 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,18.8,16.5,21.3,16.5 - 21.3,,,
Uninsured at the Time of Interview,By Age,United States,35 - 44 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,11.3,9.7,13.0,9.7 - 13.0,,,
Uninsured at the Time of Interview,By Age,United States,45 - 64 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,9.6,8.5,10.7,8.5 - 10.7,,,
Uninsured at the Time of Interview,By Sex,United States,Male,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,13.2,11.6,14.9,11.6 - 14.9,,,
Uninsured at the Time of Interview,By Sex,United States,Female,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,12.2,10.9,13.6,10.9 - 13.6,,,
Uninsured at the Time of Interview,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,20.7,17.4,24.4,17.4 - 24.4,,,
Uninsured at the Time of Interview,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,9.8,8.8,10.8,8.8 - 10.8,,,
Uninsured at the Time of Interview,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,17.2,14.0,20.9,14.0 - 20.9,,,
Uninsured at the Time of Interview,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,8.8,6.1,12.2,6.1 - 12.2,,,
Uninsured at the Time of Interview,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,12.6,8.2,18.1,8.2 - 18.1,,,
Uninsured at the Time of Interview,By Education,United States,Less than a high school diploma,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,24.0,18.3,30.4,18.3 - 30.4,,,
Uninsured at the Time of Interview,By Education,United States,High school diploma or GED,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,17.6,15.6,19.7,15.6 - 19.7,,,
Uninsured at the Time of Interview,By Education,United States,Some college/Associate's degree,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,13.3,11.7,15.1,11.7 - 15.1,,,
Uninsured at the Time of Interview,By Education,United States,Bachelor's degree or higher,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,4.8,4.0,5.6,4.0 - 5.6,,,
Uninsured at the Time of Interview,By State,Alabama,Alabama,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,12.9,7.9,19.6,7.9 - 19.6,11.3 - 13.4,3,
Uninsured at the Time of Interview,By State,Alaska,Alaska,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,10.8,7.3,15.3,7.3 - 15.3,9.4 - 11.2,2,
Uninsured at the Time of Interview,By State,Arizona,Arizona,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,13.4,8.4,19.9,8.4 - 19.9,11.3 - 13.4,3,
Uninsured at the Time of Interview,By State,Arkansas,Arkansas,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,9.8,5.2,16.5,5.2 - 16.5,9.4 - 11.2,2,
Uninsured at the Time of Interview,By State,California,California,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,12.7,9.5,16.5,9.5 - 16.5,11.3 - 13.4,3,
Uninsured at the Time of Interview,By State,Colorado,Colorado,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,11.4,5.7,19.9,5.7 - 19.9,11.3 - 13.4,3,
Uninsured at the Time of Interview,By State,Connecticut,Connecticut,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,,,,,Estimate not reliable,-1,1
Uninsured at the Time of Interview,By State,Delaware,Delaware,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,8.9,5.0,14.4,5.0 - 14.4,1.7 - 9.3,1,
Uninsured at the Time of Interview,By State,District of Columbia,District of Columbia,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,,,,,Estimate not reliable,-1,1
Uninsured at the Time of Interview,By State,Florida,Florida,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,14.7,10.9,19.1,10.9 - 19.1,13.5 - 23.2,4,
Uninsured at the Time of Interview,By State,Georgia,Georgia,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,16.6,11.3,23.1,11.3 - 23.1,13.5 - 23.2,4,
Uninsured at the Time of Interview,By State,Hawaii,Hawaii,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,,,,,Estimate not reliable,-1,1
Uninsured at the Time of Interview,By State,Idaho,Idaho,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,12.2,8.0,17.5,8.0 - 17.5,11.3 - 13.4,3,
Uninsured at the Time of Interview,By State,Illinois,Illinois,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,13.7,8.5,20.5,8.5 - 20.5,13.5 - 23.2,4,
Uninsured at the Time of Interview,By State,Indiana,Indiana,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,10.1,5.7,16.3,5.7 - 16.3,9.4 - 11.2,2,
Uninsured at the Time of Interview,By State,Iowa,Iowa,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,,,,,Estimate not reliable,-1,1
Uninsured at the Time of Interview,By State,Kansas,Kansas,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,18.1,11.8,25.9,11.8 - 25.9,13.5 - 23.2,4,
Uninsured at the Time of Interview,By State,Kentucky,Kentucky,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,5.3,3.0,8.4,3.0 - 8.4,1.7 - 9.3,1,
Uninsured at the Time of Interview,By State,Louisiana,Louisiana,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,12.3,6.9,19.7,6.9 - 19.7,11.3 - 13.4,3,
Uninsured at the Time of Interview,By State,Maine,Maine,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,10.5,5.4,17.9,5.4 - 17.9,9.4 - 11.2,2,
Uninsured at the Time of Interview,By State,Maryland,Maryland,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,,,,,Estimate not reliable,-1,1
Uninsured at the Time of Interview,By State,Massachusetts,Massachusetts,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,,,,,Estimate not reliable,-1,1
Uninsured at the Time of Interview,By State,Michigan,Michigan,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,9.0,5.5,13.6,5.5 - 13.6,1.7 - 9.3,1,
Uninsured at the Time of Interview,By State,Minnesota,Minnesota,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,4.7,2.6,7.7,2.6 - 7.7,1.7 - 9.3,1,
Uninsured at the Time of Interview,By State,Mississippi,Mississippi,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,22.6,15.0,31.9,15.0 - 31.9,13.5 - 23.2,4,
Uninsured at the Time of Interview,By Age,United States,45 - 64 years,3.5,47,"Jun 29 - Jul 11, 2022",06/29/2022,07/11/2022,6.5,5.8,7.4,5.8 - 7.4,,,
Uninsured at the Time of Interview,By State,Missouri,Missouri,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,21.5,14.7,29.7,14.7 - 29.7,13.5 - 23.2,4,
Uninsured at the Time of Interview,By State,Montana,Montana,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,6.9,3.5,12.0,3.5 - 12.0,1.7 - 9.3,1,
Uninsured at the Time of Interview,By State,Nebraska,Nebraska,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,10.2,6.4,15.2,6.4 - 15.2,9.4 - 11.2,2,
Uninsured at the Time of Interview,By State,Nevada,Nevada,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,11.6,7.4,17.1,7.4 - 17.1,11.3 - 13.4,3,
Uninsured at the Time of Interview,By State,New Hampshire,New Hampshire,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,13.1,7.8,20.0,7.8 - 20.0,11.3 - 13.4,3,
Uninsured at the Time of Interview,By State,New Jersey,New Jersey,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,10.9,6.4,17.2,6.4 - 17.2,9.4 - 11.2,2,
Uninsured at the Time of Interview,By State,New Mexico,New Mexico,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,4.7,2.6,7.5,2.6 - 7.5,1.7 - 9.3,1,
Uninsured at the Time of Interview,By State,New York,New York,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,8.4,5.3,12.6,5.3 - 12.6,1.7 - 9.3,1,
Uninsured at the Time of Interview,By State,North Carolina,North Carolina,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,15.1,9.4,22.4,9.4 - 22.4,13.5 - 23.2,4,
Uninsured at the Time of Interview,By State,North Dakota,North Dakota,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,10.6,5.6,17.7,5.6 - 17.7,9.4 - 11.2,2,
Uninsured at the Time of Interview,By State,Ohio,Ohio,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,,,,,Estimate not reliable,-1,1
Uninsured at the Time of Interview,By State,Oklahoma,Oklahoma,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,20.8,14.4,28.5,14.4 - 28.5,13.5 - 23.2,4,
Uninsured at the Time of Interview,By State,Oregon,Oregon,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,11.2,6.5,17.5,6.5 - 17.5,9.4 - 11.2,2,
Uninsured at the Time of Interview,By State,Pennsylvania,Pennsylvania,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,9.7,5.5,15.6,5.5 - 15.6,9.4 - 11.2,2,
Uninsured at the Time of Interview,By State,Rhode Island,Rhode Island,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,1.7,0.5,3.8,0.5 - 3.8,1.7 - 9.3,1,
Uninsured at the Time of Interview,By State,South Carolina,South Carolina,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,9.7,5.7,15.1,5.7 - 15.1,9.4 - 11.2,2,
Uninsured at the Time of Interview,By State,South Dakota,South Dakota,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,,,,,Estimate not reliable,-1,1
Uninsured at the Time of Interview,By State,Tennessee,Tennessee,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,16.8,10.8,24.3,10.8 - 24.3,13.5 - 23.2,4,
Uninsured at the Time of Interview,By State,Texas,Texas,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,23.2,18.6,28.2,18.6 - 28.2,13.5 - 23.2,4,
Uninsured at the Time of Interview,By State,Utah,Utah,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,9.3,4.9,15.5,4.9 - 15.5,1.7 - 9.3,1,
Uninsured at the Time of Interview,By State,Vermont,Vermont,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,,,,,Estimate not reliable,-1,1
Uninsured at the Time of Interview,By State,Virginia,Virginia,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,8.7,5.0,13.8,5.0 - 13.8,1.7 - 9.3,1,
Uninsured at the Time of Interview,By State,Washington,Washington,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,6.5,3.6,10.7,3.6 - 10.7,1.7 - 9.3,1,
Uninsured at the Time of Interview,By State,West Virginia,West Virginia,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,13.3,7.5,21.3,7.5 - 21.3,11.3 - 13.4,3,
Uninsured at the Time of Interview,By State,Wisconsin,Wisconsin,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,,,,,Estimate not reliable,-1,1
Uninsured at the Time of Interview,By State,Wyoming,Wyoming,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,12.5,8.1,18.1,8.1 - 18.1,11.3 - 13.4,3,
Public Health Insurance Coverage,National Estimate,United States,United States,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,23.1,21.9,24.4,21.9 - 24.4,,,
Public Health Insurance Coverage,By Age,United States,18 - 24 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,22.9,16.7,30.1,16.7 - 30.1,,,
Public Health Insurance Coverage,By Age,United States,25 - 34 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,22.9,20.1,25.9,20.1 - 25.9,,,
Public Health Insurance Coverage,By Age,United States,35 - 44 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,22.4,20.2,24.7,20.2 - 24.7,,,
Public Health Insurance Coverage,By Age,United States,45 - 64 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,23.7,22.1,25.4,22.1 - 25.4,,,
Public Health Insurance Coverage,By Sex,United States,Male,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,19.3,17.5,21.2,17.5 - 21.2,,,
Public Health Insurance Coverage,By Sex,United States,Female,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,26.8,25.1,28.6,25.1 - 28.6,,,
Public Health Insurance Coverage,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,23.6,19.9,27.6,19.9 - 27.6,,,
Public Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,20.0,18.8,21.3,18.8 - 21.3,,,
Public Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,36.8,32.8,40.9,32.8 - 40.9,,,
Public Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,20.8,16.0,26.3,16.0 - 26.3,,,
Public Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,30.8,25.8,36.1,25.8 - 36.1,,,
Public Health Insurance Coverage,By Education,United States,Less than a high school diploma,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,38.8,32.7,45.1,32.7 - 45.1,,,
Public Health Insurance Coverage,By Education,United States,High school diploma or GED,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,29.0,26.2,32.0,26.2 - 32.0,,,
Public Health Insurance Coverage,By Education,United States,Some college/Associate's degree,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,26.4,24.6,28.3,24.6 - 28.3,,,
Public Health Insurance Coverage,By Education,United States,Bachelor's degree or higher,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,10.6,9.7,11.6,9.7 - 11.6,,,
Public Health Insurance Coverage,By State,Alabama,Alabama,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,25.5,17.8,34.5,17.8 - 34.5,23.3 - 28.2,3,
Public Health Insurance Coverage,By State,Alaska,Alaska,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,29.0,23.3,35.3,23.3 - 35.3,28.3 - 46.5,4,
Public Health Insurance Coverage,By State,Arizona,Arizona,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,21.6,16.9,26.8,16.9 - 26.8,18.8 - 23.2,2,
